timestamp,date,day_of_month,hour_of_day,equipment_id,consumption_kwh
2025-06-07 00:00:00+00:00,2025-06-07,7,0,SMV340205,22.04115366
2025-06-08 00:00:00+00:00,2025-06-08,8,0,SMV340205,22.239949854
2025-06-09 00:00:00+00:00,2025-06-09,9,0,SMV340205,0.0
2025-06-10 00:00:00+00:00,2025-06-10,10,0,SMV340205,0.0
2025-06-11 00:00:00+00:00,2025-06-11,11,0,SMV340205,22.233172460000002
2025-06-12 00:00:00+00:00,2025-06-12,12,0,SMV340205,21.548531094
2025-06-13 00:00:00+00:00,2025-06-13,13,0,SMV340205,0.0
2025-06-14 00:00:00+00:00,2025-06-14,14,0,SMV340205,22.419372750999997
2025-06-15 00:00:00+00:00,2025-06-15,15,0,SMV340205,0.0
2025-06-16 00:00:00+00:00,2025-06-16,16,0,SMV340205,22.615727459000002
2025-06-17 00:00:00+00:00,2025-06-17,17,0,SMV340205,0.0
2025-06-18 00:00:00+00:00,2025-06-18,18,0,SMV340205,21.97370509
2025-06-19 00:00:00+00:00,2025-06-19,19,0,SMV340205,22.435206771
2025-06-20 00:00:00+00:00,2025-06-20,20,0,SMV340205,22.260680224
2025-06-21 00:00:00+00:00,2025-06-21,21,0,SMV340205,22.954733861
2025-06-22 00:00:00+00:00,2025-06-22,22,0,SMV340205,21.998299328
2025-06-23 00:00:00+00:00,2025-06-23,23,0,SMV340205,20.973151558
2025-06-24 00:00:00+00:00,2025-06-24,24,0,SMV340205,20.493650773000002
2025-06-25 00:00:00+00:00,2025-06-25,25,0,SMV340205,20.388308828
2025-06-26 00:00:00+00:00,2025-06-26,26,0,SMV340205,20.152548429
2025-06-27 00:00:00+00:00,2025-06-27,27,0,SMV340205,19.661502044000002
2025-06-28 00:00:00+00:00,2025-06-28,28,0,SMV340205,20.073235853
2025-06-29 00:00:00+00:00,2025-06-29,29,0,SMV340205,20.064272235
2025-06-30 00:00:00+00:00,2025-06-30,30,0,SMV340205,20.174916864
2025-07-01 00:00:00+00:00,2025-07-01,1,0,SMV340205,20.008383118
2025-07-02 00:00:00+00:00,2025-07-02,2,0,SMV340205,20.258889835999998
2025-06-03 00:00:00+00:00,2025-06-03,3,0,SMV340206,20.331707304
2025-06-04 00:00:00+00:00,2025-06-04,4,0,SMV340206,21.035293273
2025-06-05 00:00:00+00:00,2025-06-05,5,0,SMV340206,20.898206901000002
2025-06-06 00:00:00+00:00,2025-06-06,6,0,SMV340206,21.234130983
2025-06-07 00:00:00+00:00,2025-06-07,7,0,SMV340206,21.279156857999997
2025-06-08 00:00:00+00:00,2025-06-08,8,0,SMV340206,20.695667095
2025-06-09 00:00:00+00:00,2025-06-09,9,0,SMV340206,0.0
2025-06-10 00:00:00+00:00,2025-06-10,10,0,SMV340206,0.0
2025-06-11 00:00:00+00:00,2025-06-11,11,0,SMV340206,21.308161390000002
2025-06-12 00:00:00+00:00,2025-06-12,12,0,SMV340206,20.99572452
2025-06-13 00:00:00+00:00,2025-06-13,13,0,SMV340206,0.0
2025-06-14 00:00:00+00:00,2025-06-14,14,0,SMV340206,20.829265907
2025-06-15 00:00:00+00:00,2025-06-15,15,0,SMV340206,0.0
2025-06-16 00:00:00+00:00,2025-06-16,16,0,SMV340206,20.907181578
2025-06-17 00:00:00+00:00,2025-06-17,17,0,SMV340206,0.0
2025-06-18 00:00:00+00:00,2025-06-18,18,0,SMV340206,21.210491523
2025-06-19 00:00:00+00:00,2025-06-19,19,0,SMV340206,20.665481909999997
2025-06-20 00:00:00+00:00,2025-06-20,20,0,SMV340206,20.198876363
2025-06-21 00:00:00+00:00,2025-06-21,21,0,SMV340206,20.699062560999998
2025-06-22 00:00:00+00:00,2025-06-22,22,0,SMV340206,20.835216819000003
2025-06-23 00:00:00+00:00,2025-06-23,23,0,SMV340206,20.630172973
2025-06-24 00:00:00+00:00,2025-06-24,24,0,SMV340206,20.942913316
2025-06-25 00:00:00+00:00,2025-06-25,25,0,SMV340206,21.245372126
2025-06-26 00:00:00+00:00,2025-06-26,26,0,SMV340206,21.233752248000002
2025-06-27 00:00:00+00:00,2025-06-27,27,0,SMV340206,21.184885558
2025-06-28 00:00:00+00:00,2025-06-28,28,0,SMV340206,21.483156332
2025-06-29 00:00:00+00:00,2025-06-29,29,0,SMV340206,21.244360561
2025-06-30 00:00:00+00:00,2025-06-30,30,0,SMV340206,20.86497484
2025-07-01 00:00:00+00:00,2025-07-01,1,0,SMV340206,21.457163066
2025-07-02 00:00:00+00:00,2025-07-02,2,0,SMV340206,21.388587203
2025-06-03 00:00:00+00:00,2025-06-03,3,0,SMV340207,21.045300087
2025-06-04 00:00:00+00:00,2025-06-04,4,0,SMV340207,22.078178185000002
2025-06-05 00:00:00+00:00,2025-06-05,5,0,SMV340207,22.201411675
2025-06-06 00:00:00+00:00,2025-06-06,6,0,SMV340207,22.214813676000002
2025-06-07 00:00:00+00:00,2025-06-07,7,0,SMV340207,22.067348236999997
2025-06-08 00:00:00+00:00,2025-06-08,8,0,SMV340207,0.0
2025-06-09 00:00:00+00:00,2025-06-09,9,0,SMV340207,0.0
2025-06-10 00:00:00+00:00,2025-06-10,10,0,SMV340207,0.0
2025-06-11 00:00:00+00:00,2025-06-11,11,0,SMV340207,22.013365487999998
2025-06-12 00:00:00+00:00,2025-06-12,12,0,SMV340207,12.761733489000001
2025-06-13 00:00:00+00:00,2025-06-13,13,0,SMV340207,0.0
2025-06-14 00:00:00+00:00,2025-06-14,14,0,SMV340207,21.550880696
2025-06-15 00:00:00+00:00,2025-06-15,15,0,SMV340207,0.0
2025-06-16 00:00:00+00:00,2025-06-16,16,0,SMV340207,0.0
2025-06-17 00:00:00+00:00,2025-06-17,17,0,SMV340207,0.0
2025-06-18 00:00:00+00:00,2025-06-18,18,0,SMV340207,22.460035548
2025-06-19 00:00:00+00:00,2025-06-19,19,0,SMV340207,20.797293666
2025-06-20 00:00:00+00:00,2025-06-20,20,0,SMV340207,0.0
2025-06-21 00:00:00+00:00,2025-06-21,21,0,SMV340207,20.730805848
2025-06-22 00:00:00+00:00,2025-06-22,22,0,SMV340207,20.673798027
2025-06-23 00:00:00+00:00,2025-06-23,23,0,SMV340207,20.70305773
2025-06-24 00:00:00+00:00,2025-06-24,24,0,SMV340207,0.0
2025-06-25 00:00:00+00:00,2025-06-25,25,0,SMV340207,21.293215874
2025-06-26 00:00:00+00:00,2025-06-26,26,0,SMV340207,21.406131223
2025-06-27 00:00:00+00:00,2025-06-27,27,0,SMV340207,21.030444169
2025-06-28 00:00:00+00:00,2025-06-28,28,0,SMV340207,21.4643678
2025-06-29 00:00:00+00:00,2025-06-29,29,0,SMV340207,23.568367359
2025-06-30 00:00:00+00:00,2025-06-30,30,0,SMV340207,23.882227036
2025-07-01 00:00:00+00:00,2025-07-01,1,0,SMV340207,0.0
2025-07-02 00:00:00+00:00,2025-07-02,2,0,SMV340207,25.047452266
2025-06-03 00:00:00+00:00,2025-06-03,3,0,SMV340208,24.745333376999998
2025-06-04 00:00:00+00:00,2025-06-04,4,0,SMV340208,25.605770227
2025-06-05 00:00:00+00:00,2025-06-05,5,0,SMV340208,25.754032088
2025-06-06 00:00:00+00:00,2025-06-06,6,0,SMV340208,25.908580005
2025-06-07 00:00:00+00:00,2025-06-07,7,0,SMV340208,25.909191077
2025-06-08 00:00:00+00:00,2025-06-08,8,0,SMV340208,25.19679453
2025-06-09 00:00:00+00:00,2025-06-09,9,0,SMV340208,0.0
2025-06-10 00:00:00+00:00,2025-06-10,10,0,SMV340208,0.0
2025-06-11 00:00:00+00:00,2025-06-11,11,0,SMV340208,25.320380836000002
2025-06-12 00:00:00+00:00,2025-06-12,12,0,SMV340208,24.824696991
2025-06-13 00:00:00+00:00,2025-06-13,13,0,SMV340208,0.0
2025-06-14 00:00:00+00:00,2025-06-14,14,0,SMV340208,3.9078669759999998
2025-06-15 00:00:00+00:00,2025-06-15,15,0,SMV340208,0.0
2025-06-16 00:00:00+00:00,2025-06-16,16,0,SMV340208,25.814606781
2025-06-17 00:00:00+00:00,2025-06-17,17,0,SMV340208,0.0
2025-06-18 00:00:00+00:00,2025-06-18,18,0,SMV340208,26.604319513
2025-06-19 00:00:00+00:00,2025-06-19,19,0,SMV340208,25.193709373999997
2025-06-20 00:00:00+00:00,2025-06-20,20,0,SMV340208,24.176696767000003
2025-06-21 00:00:00+00:00,2025-06-21,21,0,SMV340208,24.851014448
2025-06-22 00:00:00+00:00,2025-06-22,22,0,SMV340208,24.283890902
2025-06-23 00:00:00+00:00,2025-06-23,23,0,SMV340208,0.0
2025-06-24 00:00:00+00:00,2025-06-24,24,0,SMV340208,24.054942693
2025-06-25 00:00:00+00:00,2025-06-25,25,0,SMV340208,24.937596469
2025-06-26 00:00:00+00:00,2025-06-26,26,0,SMV340208,24.719538709000002
2025-06-27 00:00:00+00:00,2025-06-27,27,0,SMV340208,24.319273278
2025-06-28 00:00:00+00:00,2025-06-28,28,0,SMV340208,24.943724375000002
2025-06-29 00:00:00+00:00,2025-06-29,29,0,SMV340208,23.294698193
2025-06-30 00:00:00+00:00,2025-06-30,30,0,SMV340208,22.609100171999998
2025-07-01 00:00:00+00:00,2025-07-01,1,0,SMV340208,22.727027458000002
2025-07-02 00:00:00+00:00,2025-07-02,2,0,SMV340208,23.845081305
2025-06-03 00:00:00+00:00,2025-06-03,3,0,SMV340209,21.400041607
2025-06-04 00:00:00+00:00,2025-06-04,4,0,SMV340209,22.042653402
2025-06-05 00:00:00+00:00,2025-06-05,5,0,SMV340209,22.096429114
2025-06-06 00:00:00+00:00,2025-06-06,6,0,SMV340209,22.07647679
2025-06-07 00:00:00+00:00,2025-06-07,7,0,SMV340209,22.048971947
2025-06-08 00:00:00+00:00,2025-06-08,8,0,SMV340209,21.750763669
2025-06-09 00:00:00+00:00,2025-06-09,9,0,SMV340209,0.0
2025-06-10 00:00:00+00:00,2025-06-10,10,0,SMV340209,0.0
2025-06-11 00:00:00+00:00,2025-06-11,11,0,SMV340209,21.765006514
2025-06-12 00:00:00+00:00,2025-06-12,12,0,SMV340209,21.375567213
2025-06-13 00:00:00+00:00,2025-06-13,13,0,SMV340209,0.0
2025-06-14 00:00:00+00:00,2025-06-14,14,0,SMV340209,21.767208615
2025-06-15 00:00:00+00:00,2025-06-15,15,0,SMV340209,0.0
2025-06-16 00:00:00+00:00,2025-06-16,16,0,SMV340209,0.0
2025-06-17 00:00:00+00:00,2025-06-17,17,0,SMV340209,0.0
2025-06-18 00:00:00+00:00,2025-06-18,18,0,SMV340209,24.79515684
2025-06-19 00:00:00+00:00,2025-06-19,19,0,SMV340209,24.545521163
2025-06-20 00:00:00+00:00,2025-06-20,20,0,SMV340209,23.753644835
2025-06-21 00:00:00+00:00,2025-06-21,21,0,SMV340209,24.330216731
2025-06-22 00:00:00+00:00,2025-06-22,22,0,SMV340209,24.162949751
2025-06-23 00:00:00+00:00,2025-06-23,23,0,SMV340209,0.0
2025-06-24 00:00:00+00:00,2025-06-24,24,0,SMV340209,24.040854908
2025-06-25 00:00:00+00:00,2025-06-25,25,0,SMV340209,24.546845803
2025-06-26 00:00:00+00:00,2025-06-26,26,0,SMV340209,24.463036252000002
2025-06-27 00:00:00+00:00,2025-06-27,27,0,SMV340209,24.208171412
2025-06-28 00:00:00+00:00,2025-06-28,28,0,SMV340209,24.836976443
2025-06-29 00:00:00+00:00,2025-06-29,29,0,SMV340209,23.732248334
2025-06-30 00:00:00+00:00,2025-06-30,30,0,SMV340209,22.955522323
2025-07-01 00:00:00+00:00,2025-07-01,1,0,SMV340209,22.808829823
2025-07-02 00:00:00+00:00,2025-07-02,2,0,SMV340209,23.815903379999998
2025-06-03 00:00:00+00:00,2025-06-03,3,0,SMV340210,0.0
2025-06-04 00:00:00+00:00,2025-06-04,4,0,SMV340210,25.519711265999998
2025-06-05 00:00:00+00:00,2025-06-05,5,0,SMV340210,25.744578248000003
2025-06-06 00:00:00+00:00,2025-06-06,6,0,SMV340210,25.820870841
2025-06-07 00:00:00+00:00,2025-06-07,7,0,SMV340210,25.772022317999998
2025-06-08 00:00:00+00:00,2025-06-08,8,0,SMV340210,24.893636771
2025-06-09 00:00:00+00:00,2025-06-09,9,0,SMV340210,0.0
2025-06-10 00:00:00+00:00,2025-06-10,10,0,SMV340210,0.0
2025-06-11 00:00:00+00:00,2025-06-11,11,0,SMV340210,25.226529427000003
2025-06-12 00:00:00+00:00,2025-06-12,12,0,SMV340210,24.817913518
2025-06-13 00:00:00+00:00,2025-06-13,13,0,SMV340210,0.0
2025-06-14 00:00:00+00:00,2025-06-14,14,0,SMV340210,25.1117952
2025-06-15 00:00:00+00:00,2025-06-15,15,0,SMV340210,0.0
2025-06-16 00:00:00+00:00,2025-06-16,16,0,SMV340210,0.0
2025-06-17 00:00:00+00:00,2025-06-17,17,0,SMV340210,0.0
2025-06-18 00:00:00+00:00,2025-06-18,18,0,SMV340210,23.585743483999998
2025-06-19 00:00:00+00:00,2025-06-19,19,0,SMV340210,6.161180392
2025-06-20 00:00:00+00:00,2025-06-20,20,0,SMV340210,21.916861768
2025-06-21 00:00:00+00:00,2025-06-21,21,0,SMV340210,22.612045355
2025-06-22 00:00:00+00:00,2025-06-22,22,0,SMV340210,22.309598745
2025-06-23 00:00:00+00:00,2025-06-23,23,0,SMV340210,22.925685941
2025-06-24 00:00:00+00:00,2025-06-24,24,0,SMV340210,22.298997543000002
2025-06-25 00:00:00+00:00,2025-06-25,25,0,SMV340210,23.385930509999998
2025-06-26 00:00:00+00:00,2025-06-26,26,0,SMV340210,23.570516499
2025-06-27 00:00:00+00:00,2025-06-27,27,0,SMV340210,23.159301503
2025-06-28 00:00:00+00:00,2025-06-28,28,0,SMV340210,23.50577149
2025-06-29 00:00:00+00:00,2025-06-29,29,0,SMV340210,23.590949756
2025-06-30 00:00:00+00:00,2025-06-30,30,0,SMV340210,23.62441634
2025-07-01 00:00:00+00:00,2025-07-01,1,0,SMV340210,23.609022318
2025-07-02 00:00:00+00:00,2025-07-02,2,0,SMV340210,24.73704836
2025-06-03 00:00:00+00:00,2025-06-03,3,0,SMV340211,24.274621487
2025-06-04 00:00:00+00:00,2025-06-04,4,0,SMV340211,25.265611005
2025-06-05 00:00:00+00:00,2025-06-05,5,0,SMV340211,25.333483859
2025-06-06 00:00:00+00:00,2025-06-06,6,0,SMV340211,25.283659373
2025-06-07 00:00:00+00:00,2025-06-07,7,0,SMV340211,25.274308995
2025-06-08 00:00:00+00:00,2025-06-08,8,0,SMV340211,24.780617386000003
2025-06-09 00:00:00+00:00,2025-06-09,9,0,SMV340211,0.0
2025-06-10 00:00:00+00:00,2025-06-10,10,0,SMV340211,0.0
2025-06-11 00:00:00+00:00,2025-06-11,11,0,SMV340211,25.354427035
2025-06-12 00:00:00+00:00,2025-06-12,12,0,SMV340211,24.995486494
2025-06-13 00:00:00+00:00,2025-06-13,13,0,SMV340211,0.0
2025-06-14 00:00:00+00:00,2025-06-14,14,0,SMV340211,25.231628956
2025-06-15 00:00:00+00:00,2025-06-15,15,0,SMV340211,0.0
2025-06-16 00:00:00+00:00,2025-06-16,16,0,SMV340211,20.547249276
2025-06-17 00:00:00+00:00,2025-06-17,17,0,SMV340211,0.0
2025-06-18 00:00:00+00:00,2025-06-18,18,0,SMV340211,21.823370727
2025-06-19 00:00:00+00:00,2025-06-19,19,0,SMV340211,24.744775818999997
